cell_key,kernel_id,case_id,shape_and_dtype_json,baseline_origin,baseline_heuristic_name,post_heuristic_name,raw_default_normalized,post_heuristic_normalized,pretuned_reference_normalized,pretuned_reference_vs_post_heuristic,raw_default_latency_us,post_heuristic_latency_us,pretuned_reference_latency_us
on::helion.linear_attention_engine.chunk_bwd_o_kda_helion::chunk_bwd_o_kda_helion#2:B2_T16384_H16_D128,helion.linear_attention_engine.chunk_bwd_o_kda_helion,chunk_bwd_o_kda_helion#2:B2_T16384_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8192,128,128],""stride"":[16384,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[8192,64,64],""stride"":[4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":6,""literal"":0.08838834764831843}]",default_config,,triton_b200_multi_matmul,1.0,1.8969799789636423,2.0524532784113187,1.081958323847263,1202.0479440689087,633.6640119552612,585.6639742851257
on::helion.linear_attention_engine.chunk_bwd_o_kda_helion::chunk_bwd_o_kda_helion#3:B8_T2048_H32_D256,helion.linear_attention_engine.chunk_bwd_o_kda_helion,chunk_bwd_o_kda_helion#3:B8_T2048_H32_D256,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8192,256,256],""stride"":[65536,256,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[8192,64,64],""stride"":[4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":6,""literal"":0.0625}]",default_config,,triton_b200_multi_matmul,1.0,1.7953417182014486,2.2279101748226173,1.2409393444355041,4084.7039222717285,2275.167942047119,1833.4239721298218
on::helion.linear_attention_engine.chunk_bwd_o_kda_helion::chunk_bwd_o_kda_helion#4:B1_T8192_H96_D128,helion.linear_attention_engine.chunk_bwd_o_kda_helion,chunk_bwd_o_kda_helion#4:B1_T8192_H96_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[12288,128,128],""stride"":[16384,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[12288,64,64],""stride"":[4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":6,""literal"":0.08838834764831843}]",default_config,,triton_b200_multi_matmul,1.0,1.9179061135004771,2.0312143730875816,1.059079148238544,1794.975996017456,935.9039962291718,883.6959898471832
on::helion.linear_attention_engine.chunk_bwd_state_du_kda_helion::chunk_bwd_state_du_kda_helion#1:B8_T1024_H8_D64,helion.linear_attention_engine.chunk_bwd_state_du_kda_helion,chunk_bwd_state_du_kda_helion#1:B8_T1024_H8_D64,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":2,""dtype"":""torch.float32"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[64,64,64],""stride"":[4096,64,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.1933734994257428,1.240450772940852,1.039448901402422,63.391998410224915,53.119998425245285,51.10400170087814
on::helion.linear_attention_engine.chunk_bwd_state_du_kda_helion::chunk_bwd_state_du_kda_helion#2:B4_T2048_H16_D128,helion.linear_attention_engine.chunk_bwd_state_du_kda_helion,chunk_bwd_state_du_kda_helion#2:B4_T2048_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[64,32,64,128],""stride"":[262144,8192,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[64,32,64,128],""stride"":[262144,8192,128,1]},{""arg"":2,""dtype"":""torch.float32"",""shape"":[64,32,64,128],""stride"":[262144,8192,128,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[64,32,64,128],""stride"":[262144,8192,128,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[64,32,128,128],""stride"":[524288,16384,128,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[64,128,128],""stride"":[16384,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,0.9073328032074119,1.0001776941699685,1.102327272456535,180.16000092029572,198.55999946594238,180.12799322605133
on::helion.linear_attention_engine.chunk_bwd_state_du_kda_helion::chunk_bwd_state_du_kda_helion#0:B2_T16384_H16_D128,helion.linear_attention_engine.chunk_bwd_state_du_kda_helion,chunk_bwd_state_du_kda_helion#0:B2_T16384_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[32,256,64,128],""stride"":[2097152,8192,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[32,256,64,128],""stride"":[2097152,8192,128,1]},{""arg"":2,""dtype"":""torch.float32"",""shape"":[32,256,64,128],""stride"":[2097152,8192,128,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[32,256,64,128],""stride"":[2097152,8192,128,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[32,256,128,128],""stride"":[4194304,16384,128,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[32,128,128],""stride"":[16384,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,0.9091776205157153,1.1107715473785886,1.2217321701655202,1128.2240152359009,1240.928053855896,1015.7120227813721
on::helion.linear_attention_engine.chunk_bwd_state_du_kda_helion::chunk_bwd_state_du_kda_helion#4:B8_T2048_H32_D256,helion.linear_attention_engine.chunk_bwd_state_du_kda_helion,chunk_bwd_state_du_kda_helion#4:B8_T2048_H32_D256,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[256,32,64,256],""stride"":[524288,16384,256,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[256,32,64,256],""stride"":[524288,16384,256,1]},{""arg"":2,""dtype"":""torch.float32"",""shape"":[256,32,64,256],""stride"":[524288,16384,256,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[256,32,64,256],""stride"":[524288,16384,256,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[256,32,256,256],""stride"":[2097152,65536,256,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[256,256,256],""stride"":[65536,256,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.2669576883994598,2.1382442427553436,1.6876998042898932,3788.831949234009,2990.496039390564,1771.9359993934631
on::helion.linear_attention_engine.chunk_bwd_state_du_kda_helion::chunk_bwd_state_du_kda_helion#3:B1_T8192_H96_D128,helion.linear_attention_engine.chunk_bwd_state_du_kda_helion,chunk_bwd_state_du_kda_helion#3:B1_T8192_H96_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[96,128,64,128],""stride"":[1048576,8192,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[96,128,64,128],""stride"":[1048576,8192,128,1]},{""arg"":2,""dtype"":""torch.float32"",""shape"":[96,128,64,128],""stride"":[1048576,8192,128,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[96,128,64,128],""stride"":[1048576,8192,128,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[96,128,128,128],""stride"":[2097152,16384,128,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[96,128,128],""stride"":[16384,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,0.886897838867586,1.5276466564887368,1.7224606820998405,1366.8160438537598,1541.1200523376465,894.7200179100037
on::helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion::chunk_bwd_state_dwk_kda_helion#1:B8_T1024_H8_D64,helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion,chunk_bwd_state_dwk_kda_helion#1:B8_T1024_H8_D64,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":1,""dtype"":""torch.float32"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[64,16,64,64],""stride"":[65536,4096,64,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.3818046753991762,1.6141115041761969,1.1681184272371288,59.29600074887276,42.91199892759323,36.73600032925606
on::helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion::chunk_bwd_state_dwk_kda_helion#2:B4_T2048_H16_D128,helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion,chunk_bwd_state_dwk_kda_helion#2:B4_T2048_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[64,32,64,128],""stride"":[262144,8192,128,1]},{""arg"":1,""dtype"":""torch.float32"",""shape"":[64,32,64,128],""stride"":[262144,8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[64,32,128,128],""stride"":[524288,16384,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[64,32,64,128],""stride"":[262144,8192,128,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[64,32,64,128],""stride"":[262144,8192,128,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[64,32,128,128],""stride"":[524288,16384,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.4060952643312234,1.7124822536549804,1.2178991687803478,290.8479869365692,206.84799551963806,169.8400005698204
on::helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion::chunk_bwd_state_dwk_kda_helion#0:B2_T16384_H16_D128,helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion,chunk_bwd_state_dwk_kda_helion#0:B2_T16384_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[32,256,64,128],""stride"":[2097152,8192,128,1]},{""arg"":1,""dtype"":""torch.float32"",""shape"":[32,256,64,128],""stride"":[2097152,8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[32,256,128,128],""stride"":[4194304,16384,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[32,256,64,128],""stride"":[2097152,8192,128,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[32,256,64,128],""stride"":[2097152,8192,128,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[32,256,128,128],""stride"":[4194304,16384,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.4119504455712524,1.758106472765651,1.2451615977601462,1101.7279624938965,780.2879810333252,626.6559958457947
on::helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion::chunk_bwd_state_dwk_kda_helion#4:B8_T2048_H32_D256,helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion,chunk_bwd_state_dwk_kda_helion#4:B8_T2048_H32_D256,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[256,32,64,256],""stride"":[524288,16384,256,1]},{""arg"":1,""dtype"":""torch.float32"",""shape"":[256,32,64,256],""stride"":[524288,16384,256,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[256,32,256,256],""stride"":[2097152,65536,256,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[256,32,64,256],""stride"":[524288,16384,256,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[256,32,64,256],""stride"":[524288,16384,256,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[256,32,256,256],""stride"":[2097152,65536,256,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.982566050517047,2.57650946714216,1.2995831672141334,3857.343912124634,1945.631980895996,1497.1200227737427
on::helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion::chunk_bwd_state_dwk_kda_helion#3:B1_T8192_H96_D128,helion.linear_attention_engine.chunk_bwd_state_dwk_kda_helion,chunk_bwd_state_dwk_kda_helion#3:B1_T8192_H96_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[96,128,64,128],""stride"":[1048576,8192,128,1]},{""arg"":1,""dtype"":""torch.float32"",""shape"":[96,128,64,128],""stride"":[1048576,8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[96,128,128,128],""stride"":[2097152,16384,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[96,128,64,128],""stride"":[1048576,8192,128,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[96,128,64,128],""stride"":[1048576,8192,128,1]},{""arg"":5,""dtype"":""torch.float32"",""shape"":[96,128,128,128],""stride"":[2097152,16384,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.4120494845622846,1.7716109992016775,1.2546380410675566,1642.4959897994995,1163.2000207901,927.1200001239777
on::helion.linear_attention_engine.chunk_bwd_wu_kda_helion::chunk_bwd_wu_kda_helion#0:B8_T1024_H8_D64,helion.linear_attention_engine.chunk_bwd_wu_kda_helion,chunk_bwd_wu_kda_helion#0:B8_T1024_H8_D64,"[{""arg"":0,""dtype"":""torch.float32"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[1024,64],""stride"":[64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":6,""dtype"":""torch.float32"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":7,""dtype"":""torch.float32"",""shape"":[1024,64,64],""stride"":[4096,64,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.1265266786156825,1.1652350542487182,1.0343608157425992,73.79200309515,65.50399959087372,63.32799792289734
on::helion.linear_attention_engine.chunk_bwd_wu_kda_helion::chunk_bwd_wu_kda_helion#1:B4_T2048_H16_D128,helion.linear_attention_engine.chunk_bwd_wu_kda_helion,chunk_bwd_wu_kda_helion#1:B4_T2048_H16_D128,"[{""arg"":0,""dtype"":""torch.float32"",""shape"":[2048,64,64],""stride"":[4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[2048,64],""stride"":[64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[2048,64,64],""stride"":[4096,64,1]},{""arg"":6,""dtype"":""torch.float32"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":7,""dtype"":""torch.float32"",""shape"":[2048,64,128],""stride"":[8192,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.229864455643117,1.2451818449669634,1.0124545345249747,219.15200352668762,178.19199711084366,175.99999904632568
on::helion.linear_attention_engine.chunk_bwd_wu_kda_helion::chunk_bwd_wu_kda_helion#2:B2_T16384_H16_D128,helion.linear_attention_engine.chunk_bwd_wu_kda_helion,chunk_bwd_wu_kda_helion#2:B2_T16384_H16_D128,"[{""arg"":0,""dtype"":""torch.float32"",""shape"":[8192,64,64],""stride"":[4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[8192,64],""stride"":[64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[8192,64,64],""stride"":[4096,64,1]},{""arg"":6,""dtype"":""torch.float32"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":7,""dtype"":""torch.float32"",""shape"":[8192,64,128],""stride"":[8192,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.2489569516703196,1.3397471907731102,1.072692849006021,847.791999578476,678.8000166416168,632.7999830245972
on::helion.linear_attention_engine.chunk_bwd_wu_kda_helion::chunk_bwd_wu_kda_helion#3:B8_T2048_H32_D256,helion.linear_attention_engine.chunk_bwd_wu_kda_helion,chunk_bwd_wu_kda_helion#3:B8_T2048_H32_D256,"[{""arg"":0,""dtype"":""torch.float32"",""shape"":[8192,64,64],""stride"":[4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[8192,64],""stride"":[64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[8192,64,64],""stride"":[4096,64,1]},{""arg"":6,""dtype"":""torch.float32"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":7,""dtype"":""torch.float32"",""shape"":[8192,64,256],""stride"":[16384,256,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.3775589346331445,1.5125332145161632,1.097980766186939,1589.1520380973816,1153.600037097931,1050.6559610366821
on::helion.linear_attention_engine.chunk_bwd_wu_kda_helion::chunk_bwd_wu_kda_helion#4:B1_T8192_H96_D128,helion.linear_attention_engine.chunk_bwd_wu_kda_helion,chunk_bwd_wu_kda_helion#4:B1_T8192_H96_D128,"[{""arg"":0,""dtype"":""torch.float32"",""shape"":[12288,64,64],""stride"":[4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[12288,64],""stride"":[64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[12288,64,64],""stride"":[4096,64,1]},{""arg"":6,""dtype"":""torch.float32"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":7,""dtype"":""torch.float32"",""shape"":[12288,64,128],""stride"":[8192,128,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.2514579699305914,1.3469391437957796,1.0762959493321886,1263.4720206260681,1009.600043296814,938.0320012569427
on::helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion::chunk_bwd_wy_dL_delta_helion#0:B8_T1024_H8_D64,helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion,chunk_bwd_wy_dL_delta_helion#0:B8_T1024_H8_D64,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[1024,64],""stride"":[64,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[1024,64,64],""stride"":[4096,64,1]},{""arg"":6,""literal"":null},{""arg"":7,""literal"":false}]",default_config,,triton_b200_multi_matmul,1.0,0.9979633246697575,1.2782608563612115,1.2808695718193943,47.040000557899475,47.13600128889084,36.80000081658363
on::helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion::chunk_bwd_wy_dL_delta_helion#7:B4_T2048_H16_D128,helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion,chunk_bwd_wy_dL_delta_helion#7:B4_T2048_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[2048,64],""stride"":[64,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[2048,64,64],""stride"":[4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":6,""dtype"":""torch.float32"",""shape"":[2048,64],""stride"":[64,1]},{""arg"":7,""literal"":true}]",default_config,,triton_b200_multi_matmul,1.0,0.9885518049727756,1.4213991863128033,1.437860089033926,165.79200327396393,167.71200299263,116.64000153541565
on::helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion::chunk_bwd_wy_dL_delta_helion#2:B2_T16384_H16_D128,helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion,chunk_bwd_wy_dL_delta_helion#2:B2_T16384_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8192,64],""stride"":[64,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[8192,64,64],""stride"":[4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":6,""literal"":null},{""arg"":7,""literal"":false}]",default_config,,triton_b200_multi_matmul,1.0,0.9868342234021136,1.4143714442458368,1.4332411773983553,474.91198778152466,481.24799132347107,335.7760012149811
on::helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion::chunk_bwd_wy_dL_delta_helion#9:B8_T2048_H32_D256,helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion,chunk_bwd_wy_dL_delta_helion#9:B8_T2048_H32_D256,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8192,64],""stride"":[64,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[8192,64,64],""stride"":[4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[8192,64,256],""stride"":[16384,256,1]},{""arg"":6,""dtype"":""torch.float32"",""shape"":[8192,64],""stride"":[64,1]},{""arg"":7,""literal"":true}]",default_config,,triton_b200_multi_matmul,1.0,1.5523581569608325,1.5608194758772393,1.0054506228981155,1099.6160507202148,708.3520293235779,704.5120000839233
on::helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion::chunk_bwd_wy_dL_delta_helion#4:B1_T8192_H96_D128,helion.linear_attention_engine.chunk_bwd_wy_dL_delta_helion,chunk_bwd_wy_dL_delta_helion#4:B1_T8192_H96_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[12288,64],""stride"":[64,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[12288,64,64],""stride"":[4096,64,1]},{""arg"":4,""dtype"":""torch.float32"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[12288,64,128],""stride"":[8192,128,1]},{""arg"":6,""literal"":null},{""arg"":7,""literal"":false}]",default_config,,triton_b200_multi_matmul,1.0,0.9655125833313956,1.3939963024851652,1.4437888501414797,688.0319714546204,712.6079797744751,493.5680031776428
on::helion.linear_attention_engine.chunk_cumsum_gc_helion::chunk_cumsum_gc_helion#0:B8_T1024_H8_D64,helion.linear_attention_engine.chunk_cumsum_gc_helion,chunk_cumsum_gc_helion#0:B8_T1024_H8_D64,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[1024,64,64],""stride"":[4096,64,1]}]",default_config,,triton_b200_formula_matmul,1.0,1.2876404079925263,1.2876404079925263,1.0,18.33599992096424,14.240000396966934,14.240000396966934
on::helion.linear_attention_engine.chunk_cumsum_gc_helion::chunk_cumsum_gc_helion#7:B4_T2048_H16_D128,helion.linear_attention_engine.chunk_cumsum_gc_helion,chunk_cumsum_gc_helion#7:B4_T2048_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[2048,64,128],""stride"":[8192,128,1]},{""arg"":1,""literal"":null},{""arg"":2,""literal"":null},{""arg"":3,""literal"":null},{""arg"":4,""literal"":16},{""arg"":5,""literal"":32},{""arg"":6,""literal"":false},{""arg"":7,""literal"":false},{""arg"":8,""literal"":false}]",default_config,,triton_b200_formula_matmul,1.0,1.7364016158105644,1.7364016158105644,1.0,53.119998425245285,30.592000111937523,30.592000111937523
on::helion.linear_attention_engine.chunk_cumsum_gc_helion::chunk_cumsum_gc_helion#14:B2_T16384_H16_D128,helion.linear_attention_engine.chunk_cumsum_gc_helion,chunk_cumsum_gc_helion#14:B2_T16384_H16_D128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8192,64,128],""stride"":[8192,128,1]},{""arg"":1,""dtype"":""torch.float32"",""shape"":[16],""stride"":[1]},{""arg"":2,""dtype"":""torch.float32"",""shape"":[16,128],""stride"":[128,1]},{""arg"":3,""literal"":-5.0},{""arg"":4,""literal"":16},{""arg"":5,""literal"":256},{""arg"":6,""literal"":true},{""arg"":7,""literal"":true},{""arg"":8,""literal"":true}]",default_config,,triton_b200_formula_matmul,1.0,1.3586455834345874,1.7382723273461658,1.2794155801485043,216.99200570583344,159.71200168132782,124.83199685811996
