cell_key,variant,mode,shape_name,shape_json,lengths_json,heads,dim,pre_change_default_normalized,post_heuristic_normalized,pretuned_aot_normalized,fla_triton_normalized,pretuned_aot_vs_post_heuristic,post_heuristic_vs_fla_triton,pre_change_default_latency_us,post_heuristic_latency_us,pretuned_aot_latency_us,fla_triton_latency_us
full_gla::forward::B8_T1024_H8_D64,full_gla,forward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,1.0178291791682483,0.9856753300512963,0.6324635470407628,0.968409385607094,1.609308843063881,150.78029797776884,148.13909943216973,152.9715651602257,238.40156271971028
full_gla::forward_backward::B8_T1024_H8_D64,full_gla,forward_backward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,1.0057797397599413,0.9777132657917846,0.5988745276965685,0.9720948107635817,1.679449856764553,447.68677363648027,445.11412980274764,457.8916838915228,747.5468615411032
delta_rule::forward::B8_T1024_H8_D64,delta_rule,forward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,0.9849213340414794,0.9483437272617135,0.5087998905346324,0.9628624078740632,1.9357734786588736,146.017824733132,148.25328651778653,153.97141409344252,286.98478016514633
delta_rule::forward_backward::B8_T1024_H8_D64,delta_rule,forward_backward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,0.993353979427879,0.9438971578147015,0.6169793412688107,0.9502122882301614,1.6100279425645896,518.6063515417504,522.0760799090382,549.4309917644218,840.557076798135
gated_delta_rule::forward::B8_T1024_H8_D64,gated_delta_rule,forward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,1.0197742145927438,1.0233473548947893,0.5626762094816912,1.0035038543345327,1.8123641934890193,180.9673922445444,177.45829386048499,176.83867689593015,321.6190576303953
gated_delta_rule::forward_backward::B8_T1024_H8_D64,gated_delta_rule,forward_backward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,0.9798271187888203,0.991385433442169,0.7319767301353157,1.0117962796004627,1.3386041911573967,738.0470543779353,753.2421181506456,744.460256809884,1008.2930563127293
kda::forward::B8_T1024_H8_D64,kda,forward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,0.9698714985123965,0.997318545368525,0.6073099259798436,1.0282996736147285,1.5969959604193695,250.20602405769503,257.978530600667,250.87874402780702,411.9906712441899
kda::forward_backward::B8_T1024_H8_D64,kda,forward_backward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,0.9867477362380384,0.9676735324609983,0.637133993348285,0.9806696249947731,1.5487287549239885,758.0616130025347,768.242566121949,783.3857055846344,1189.7993529096561
kda_fused::forward::B8_T1024_H8_D64,kda_fused,forward,B8_T1024_H8_D64,"[8,8,1024,64,64]",null,,,1.0,1.0023792701381262,0.9806301125192449,0.5156122463359353,0.9783024666742318,1.9440563665065649,304.0214423709514,303.29981018966777,310.02662317794665,589.6319269594563
kda_varlen::forward::fixed_T8192_H96_D128,kda_varlen,forward,fixed_T8192_H96_D128,null,[8192],96,128,1.0,1.14837258335906,1.4365014489133825,1.1097427169387342,1.2509019021609937,1.034809749891297,2861.9935443768136,2492.2168866181983,1992.3359955826852,2578.9703331162445
kda_varlen::forward::fixed_T8192_H64_D128,kda_varlen,forward,fixed_T8192_H64_D128,null,[8192],64,128,1.0,1.2141454905131228,1.4665468561793906,1.171400514222135,1.2078839543023776,1.0364904879006072,2078.6355809962497,1712.015238073137,1417.3673157715918,1774.4875094036997
kda_varlen::forward::ragged_T8192_H96_D128,kda_varlen,forward,ragged_T8192_H96_D128,null,"[1300,547,2048,963,271,3063]",96,128,1.0,1.1017321425200683,1.3562352793748063,1.1368677499941895,1.2310027338156762,0.969094375775634,2897.765643456403,2630.1907075418007,2136.624586843226,2548.9030218960943
kda_varlen::forward::ragged_T8192_H64_D128,kda_varlen,forward,ragged_T8192_H64_D128,null,"[1300,547,2048,963,271,3063]",64,128,1.0,1.0899926989340145,1.3429515299512464,1.127731080552736,1.2320738765173558,0.9665360099854438,2034.6304542488522,1866.645947480813,1515.0438484721158,1804.1805261336033
kda_varlen::forward::uniform_T8192_H96_D128,kda_varlen,forward,uniform_T8192_H96_D128,null,"[1024,1024,1024,1024,1024,1024,1024,1024]",96,128,1.0,1.1339448005874997,1.3499302387152818,1.1200002791240196,1.1904726209034864,1.0124504624895152,2788.8253522369096,2459.40133134524,2065.9033128193446,2490.022015367818
kda_varlen::forward::uniform_T8192_H64_D128,kda_varlen,forward,uniform_T8192_H64_D128,null,"[1024,1024,1024,1024,1024,1024,1024,1024]",64,128,1.0,1.1276321837759575,1.3167486019351042,1.1073050757264167,1.1677110860084507,1.018357278852177,1920.9985262469243,1703.5683744093951,1458.8954363982689,1734.8412541021783
