cell_key,kernel_id,case_id,shape_and_dtype_json,baseline_origin,baseline_heuristic_name,post_heuristic_name,pre_change_selected_default_normalized,post_heuristic_normalized,quick_autotune_normalized,quick_autotune_vs_post_heuristic,pre_change_selected_default_latency_us,post_heuristic_latency_us,quick_autotune_latency_us
off::off.attention.flex_forward::flex_dense_b2_h32_s1024_d64_f16,off.attention.flex_forward,flex_dense_b2_h32_s1024_d64_f16,"[{""arg"":0,""dtype"":""torch.float16"",""shape"":[2,32,1024,64],""stride"":[2097152,65536,64,1]},{""arg"":1,""dtype"":""torch.float16"",""shape"":[2,32,1024,64],""stride"":[2097152,65536,64,1]},{""arg"":2,""dtype"":""torch.float16"",""shape"":[2,32,1024,64],""stride"":[2097152,65536,64,1]},{""arg"":3,""type"":""function""},{""arg"":4,""dtype"":""torch.int32"",""shape"":[1,1,1],""stride"":[1,1,1]},{""arg"":5,""dtype"":""torch.int32"",""shape"":[1,1,1,1],""stride"":[1,1,1,1]},{""arg"":6,""literal"":null},{""arg"":7,""literal"":null},{""arg"":8,""type"":""function""},{""arg"":9,""literal"":1073741824},{""arg"":10,""literal"":1073741824},{""arg"":11,""literal"":0.125},{""arg"":12,""literal"":false}]",default_config,,triton_b200_multi_matmul,1.0,2.063872275587204,2.3097543905393434,1.1191363040535938,198.5280066728592,96.19200229644775,85.95199882984161
off::off.attention.flex_forward::flex_causal_b2_h32_s2048_d64_f16,off.attention.flex_forward,flex_causal_b2_h32_s2048_d64_f16,"[{""arg"":0,""dtype"":""torch.float16"",""shape"":[2,32,2048,64],""stride"":[4194304,131072,64,1]},{""arg"":1,""dtype"":""torch.float16"",""shape"":[2,32,2048,64],""stride"":[4194304,131072,64,1]},{""arg"":2,""dtype"":""torch.float16"",""shape"":[2,32,2048,64],""stride"":[4194304,131072,64,1]},{""arg"":3,""type"":""function""},{""arg"":4,""dtype"":""torch.int32"",""shape"":[2,32,16],""stride"":[512,16,1]},{""arg"":5,""dtype"":""torch.int32"",""shape"":[2,32,16,16],""stride"":[8192,256,16,1]},{""arg"":6,""dtype"":""torch.int32"",""shape"":[2,32,16],""stride"":[512,16,1]},{""arg"":7,""dtype"":""torch.int32"",""shape"":[2,32,16,16],""stride"":[8192,256,16,1]},{""arg"":8,""type"":""function""},{""arg"":9,""literal"":128},{""arg"":10,""literal"":128},{""arg"":11,""literal"":0.125},{""arg"":12,""literal"":false}]",default_config,,triton_b200_multi_matmul,1.0,1.676242466817416,2.102183886842749,1.2541048973863804,421.9839870929718,251.74400210380554,200.73600113391876
off::off.attention.flex_forward::flex_window_b4_h16_s4096_d128_bf16,off.attention.flex_forward,flex_window_b4_h16_s4096_d128_bf16,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[4,16,4096,128],""stride"":[8388608,524288,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[4,16,4096,128],""stride"":[8388608,524288,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[4,16,4096,128],""stride"":[8388608,524288,128,1]},{""arg"":3,""type"":""function""},{""arg"":4,""dtype"":""torch.int32"",""shape"":[4,16,32],""stride"":[512,32,1]},{""arg"":5,""dtype"":""torch.int32"",""shape"":[4,16,32,32],""stride"":[16384,1024,32,1]},{""arg"":6,""dtype"":""torch.int32"",""shape"":[4,16,32],""stride"":[512,32,1]},{""arg"":7,""dtype"":""torch.int32"",""shape"":[4,16,32,32],""stride"":[16384,1024,32,1]},{""arg"":8,""type"":""function""},{""arg"":9,""literal"":128},{""arg"":10,""literal"":128},{""arg"":11,""literal"":0.08838834764831843},{""arg"":12,""literal"":false}]",default_config,,triton_b200_multi_matmul,1.0,1.3124961528075503,1.9083887708958924,1.454014754110839,679.9359917640686,518.0479884147644,356.28798604011536
off::off.attention.flex_forward::flex_gqa_b2_hq32_hkv8_s2048_d128_bf16,off.attention.flex_forward,flex_gqa_b2_hq32_hkv8_s2048_d128_bf16,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[2,32,2048,128],""stride"":[8388608,262144,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[2,8,2048,128],""stride"":[2097152,262144,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[2,8,2048,128],""stride"":[2097152,262144,128,1]},{""arg"":3,""type"":""function""},{""arg"":4,""dtype"":""torch.int32"",""shape"":[2,32,16],""stride"":[512,16,1]},{""arg"":5,""dtype"":""torch.int32"",""shape"":[2,32,16,16],""stride"":[8192,256,16,1]},{""arg"":6,""dtype"":""torch.int32"",""shape"":[2,32,16],""stride"":[512,16,1]},{""arg"":7,""dtype"":""torch.int32"",""shape"":[2,32,16,16],""stride"":[8192,256,16,1]},{""arg"":8,""type"":""function""},{""arg"":9,""literal"":128},{""arg"":10,""literal"":128},{""arg"":11,""literal"":0.08838834764831843},{""arg"":12,""literal"":true}]",default_config,,triton_b200_multi_matmul,1.0,1.3643092330432376,2.2219990457568923,1.6286623237170992,637.0560228824615,466.94400906562805,286.70400381088257
off::off.attention.flex_forward::flex_softcap_cross_b2_h16_m512_n4096_d64_bf16,off.attention.flex_forward,flex_softcap_cross_b2_h16_m512_n4096_d64_bf16,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[2,16,512,64],""stride"":[524288,32768,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[2,16,4096,64],""stride"":[4194304,262144,64,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[2,16,4096,64],""stride"":[4194304,262144,64,1]},{""arg"":3,""type"":""function""},{""arg"":4,""dtype"":""torch.int32"",""shape"":[1,1,1],""stride"":[1,1,1]},{""arg"":5,""dtype"":""torch.int32"",""shape"":[1,1,1,1],""stride"":[1,1,1,1]},{""arg"":6,""literal"":null},{""arg"":7,""literal"":null},{""arg"":8,""type"":""function""},{""arg"":9,""literal"":1073741824},{""arg"":10,""literal"":1073741824},{""arg"":11,""literal"":0.125},{""arg"":12,""literal"":false}]",default_config,,triton_b200_multi_matmul,1.0,0.8203766883486994,1.7063972099524014,2.0800166974358256,262.04800605773926,319.42400336265564,153.56799960136414
off::off.attention.jagged_hstu::jagged_hstu_b4_l320_max128_h8_d64,off.attention.jagged_hstu,jagged_hstu_b4_l320_max128_h8_d64,"[{""arg"":0,""literal"":128},{""arg"":1,""literal"":0.000244140625},{""arg"":2,""literal"":0.0078125},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[320,8,64],""stride"":[512,64,1]},{""arg"":4,""dtype"":""torch.bfloat16"",""shape"":[320,8,64],""stride"":[512,64,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[320,8,64],""stride"":[512,64,1]},{""arg"":6,""dtype"":""torch.int32"",""shape"":[5],""stride"":[1]}]",default_config,,triton_b200_multi_matmul,1.0,0.06601341109529288,1.2558139554559107,19.02361860445441,110.59200018644333,1675.2959489822388,88.06400001049042
off::off.attention.jagged_hstu::jagged_hstu_b16_l3440_max512_h16_d64,off.attention.jagged_hstu,jagged_hstu_b16_l3440_max512_h16_d64,"[{""arg"":0,""literal"":512},{""arg"":1,""literal"":0.000244140625},{""arg"":2,""literal"":0.001953125},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[3440,16,64],""stride"":[1024,64,1]},{""arg"":4,""dtype"":""torch.bfloat16"",""shape"":[3440,16,64],""stride"":[1024,64,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[3440,16,64],""stride"":[1024,64,1]},{""arg"":6,""dtype"":""torch.int32"",""shape"":[17],""stride"":[1]}]",default_config,,triton_b200_multi_matmul,1.0,0.08443344140234922,2.136989470826424,25.30975209979971,4470.240116119385,52943.952560424805,2091.8400287628174
off::off.attention.jagged_hstu::jagged_hstu_b8_l6656_max2048_h32_d128,off.attention.jagged_hstu,jagged_hstu_b8_l6656_max2048_h32_d128,"[{""arg"":0,""literal"":2048},{""arg"":1,""literal"":6.103515625e-05},{""arg"":2,""literal"":0.00048828125},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[6656,32,128],""stride"":[4096,128,1]},{""arg"":4,""dtype"":""torch.bfloat16"",""shape"":[6656,32,128],""stride"":[4096,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[6656,32,128],""stride"":[4096,128,1]},{""arg"":6,""dtype"":""torch.int32"",""shape"":[9],""stride"":[1]}]",default_config,,triton_b200_multi_matmul,1.0,1.2674014057130012,11.416673520483505,9.007938186766356,3444026.2451171875,2717391.845703125,301666.3513183594
off::off.attention.jagged_hstu::jagged_hstu_b32_l2485_max256_h8_d128,off.attention.jagged_hstu,jagged_hstu_b32_l2485_max256_h8_d128,"[{""arg"":0,""literal"":256},{""arg"":1,""literal"":6.103515625e-05},{""arg"":2,""literal"":0.00390625},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[2485,8,128],""stride"":[1024,128,1]},{""arg"":4,""dtype"":""torch.bfloat16"",""shape"":[2485,8,128],""stride"":[1024,128,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[2485,8,128],""stride"":[1024,128,1]},{""arg"":6,""dtype"":""torch.int32"",""shape"":[33],""stride"":[1]}]",default_config,,triton_b200_multi_matmul,1.0,0.08715439362990059,2.2554773609485035,25.87910106432894,1039.3600463867188,11925.503730773926,460.81599593162537
off::off.attention.jagged_hstu::jagged_hstu_b2_l7168_max4096_h16_d64,off.attention.jagged_hstu,jagged_hstu_b2_l7168_max4096_h16_d64,"[{""arg"":0,""literal"":4096},{""arg"":1,""literal"":0.000244140625},{""arg"":2,""literal"":0.000244140625},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[7168,16,64],""stride"":[1024,64,1]},{""arg"":4,""dtype"":""torch.bfloat16"",""shape"":[7168,16,64],""stride"":[1024,64,1]},{""arg"":5,""dtype"":""torch.bfloat16"",""shape"":[7168,16,64],""stride"":[1024,64,1]},{""arg"":6,""dtype"":""torch.int32"",""shape"":[3],""stride"":[1]}]",default_config,,triton_b200_multi_matmul,1.0,0.09013139498334433,2.3533544311235577,26.110263039404213,302498.3673095703,3356193.115234375,128539.23034667969
off::off.matmul.bf16xint16::bf16xint16_m1_k4096_n4096,off.matmul.bf16xint16,bf16xint16_m1_k4096_n4096,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[1,4096],""stride"":[4096,1]},{""arg"":1,""dtype"":""torch.int16"",""shape"":[4096,4096],""stride"":[4096,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,0.845968727145525,1.220486064267925,1.4427082528051594,22.495999932289124,26.59199945628643,18.432000651955605
off::off.matmul.bf16xint16::bf16xint16_m32_k4096_n11008,off.matmul.bf16xint16,bf16xint16_m32_k4096_n11008,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[32,4096],""stride"":[4096,1]},{""arg"":1,""dtype"":""torch.int16"",""shape"":[4096,11008],""stride"":[11008,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.10517670354268,1.10517670354268,43.03999990224838,43.03999990224838,38.94399851560593
off::off.matmul.bf16xint16::bf16xint16_m512_k4096_n4096,off.matmul.bf16xint16,bf16xint16_m512_k4096_n4096,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[512,4096],""stride"":[4096,1]},{""arg"":1,""dtype"":""torch.int16"",""shape"":[4096,4096],""stride"":[4096,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.0390116989832734,1.0390116989832734,51.13599821925163,51.13599821925163,49.215998500585556
off::off.matmul.bf16xint16::bf16xint16_m4096_k4096_n11008,off.matmul.bf16xint16,bf16xint16_m4096_k4096_n11008,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[4096,4096],""stride"":[4096,1]},{""arg"":1,""dtype"":""torch.int16"",""shape"":[4096,11008],""stride"":[11008,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.4702377292872302,1.4702377292872302,710.5600237846375,710.5600237846375,483.2960069179535
off::off.matmul.bf16xint16::bf16xint16_m65536_k1024_n1280,off.matmul.bf16xint16,bf16xint16_m65536_k1024_n1280,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[65536,1024],""stride"":[1024,1]},{""arg"":1,""dtype"":""torch.int16"",""shape"":[1024,1280],""stride"":[1280,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.7089993248064401,1.7089993248064401,374.64000284671783,374.64000284671783,219.2160040140152
off::off.matmul.broadcast::broadcast_matmul_b32_m1_k4096_n4096,off.matmul.broadcast,broadcast_matmul_b32_m1_k4096_n4096,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[32,1,4096],""stride"":[4096,4096,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[4096,4096],""stride"":[4096,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,0.902266289652525,1.0,1.1083202503166927,20.38400061428547,22.592000663280487,20.38400061428547
off::off.matmul.broadcast::broadcast_matmul_b8_m128_k4096_n11008,off.matmul.broadcast,broadcast_matmul_b8_m128_k4096_n11008,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8,128,4096],""stride"":[524288,4096,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[4096,11008],""stride"":[11008,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.0,1.0,98.33600372076035,98.33600372076035,98.33600372076035
off::off.matmul.broadcast::broadcast_matmul_b16_m512_k768_n1024,off.matmul.broadcast,broadcast_matmul_b16_m512_k768_n1024,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[16,512,768],""stride"":[393216,768,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[768,1024],""stride"":[1024,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.0879432699065243,1.0879432699065243,24.54400062561035,24.54400062561035,22.5600004196167
off::off.matmul.broadcast::broadcast_matmul_b4_m1024_k4096_n4096,off.matmul.broadcast,broadcast_matmul_b4_m1024_k4096_n4096,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[4,1024,4096],""stride"":[4194304,4096,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[4096,4096],""stride"":[4096,1]}]",existing_heuristic,"triton_b200_matmul,triton_b200_formula_matmul","triton_b200_matmul,triton_b200_formula_matmul",1.0,1.0,1.0,1.0,118.72000247240067,118.72000247240067,118.72000247240067
off::off.matmul.broadcast::broadcast_matmul_b64_m16_k1024_n4096,off.matmul.broadcast,broadcast_matmul_b64_m16_k1024_n4096,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[64,16,1024],""stride"":[16384,1024,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[1024,4096],""stride"":[4096,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.0,1.0,16.3199994713068,16.3199994713068,16.3199994713068
off::off.matmul.gather_gemv::gather_gemv_b8_s2048_n2,off.matmul.gather_gemv,gather_gemv_b8_s2048_n2,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8,2048,2048],""stride"":[4194304,2048,1]},{""arg"":1,""dtype"":""torch.int32"",""shape"":[2],""stride"":[1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[2048],""stride"":[1]}]",default_config,,triton_b200_formula_matmul,1.0,3.8177081643820667,3.2723213546169814,0.8571428757039733,46.911999583244324,12.28800043463707,14.336000196635723
off::off.matmul.gather_gemv::gather_gemv_b8_s4096_n2,off.matmul.gather_gemv,gather_gemv_b8_s4096_n2,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8,4096,4096],""stride"":[16777216,4096,1]},{""arg"":1,""dtype"":""torch.int32"",""shape"":[2],""stride"":[1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[4096],""stride"":[1]}]",default_config,,triton_b200_formula_matmul,1.0,3.327698316875098,3.0757211016275687,0.9242788284112995,81.88799768686295,24.607999250292778,26.623999699950218
off::off.matmul.gather_gemv::gather_gemv_b8_s8192_n2,off.matmul.gather_gemv,gather_gemv_b8_s8192_n2,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8,8192,8192],""stride"":[67108864,8192,1]},{""arg"":1,""dtype"":""torch.int32"",""shape"":[2],""stride"":[1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8192],""stride"":[1]}]",default_config,,triton_b200_formula_matmul,1.0,2.5489775814659783,1.9020080379867388,0.7461846866824337,151.5520066022873,59.4559982419014,79.68000322580338
off::off.matmul.gather_gemv::gather_gemv_b8_s14336_n2,off.matmul.gather_gemv,gather_gemv_b8_s14336_n2,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8,14336,14336],""stride"":[205520896,14336,1]},{""arg"":1,""dtype"":""torch.int32"",""shape"":[2],""stride"":[1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[14336],""stride"":[1]}]",default_config,,triton_b200_formula_matmul,1.0,1.0780067279817418,1.8264540460646477,1.694288169689032,280.36800026893616,260.0800096988678,153.50399911403656
off::off.matmul.gather_gemv::gather_gemv_b64_s4096_n8,off.matmul.gather_gemv,gather_gemv_b64_s4096_n8,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[64,4096,4096],""stride"":[16777216,4096,1]},{""arg"":1,""dtype"":""torch.int32"",""shape"":[8],""stride"":[1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[4096],""stride"":[1]}]",default_config,,triton_b200_formula_matmul,1.0,1.042914110125329,1.0,0.9588517312128687,100.3199964761734,96.19200229644775,100.3199964761734
off::off.matmul.jagged_dense_bmm::jagged_bmm_b8_l255_d128_k64_bias,off.matmul.jagged_dense_bmm,jagged_bmm_b8_l255_d128_k64_bias,"[{""arg"":0,""dtype"":""torch.int64"",""shape"":[9],""stride"":[1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[255,128],""stride"":[128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8,128,64],""stride"":[8192,64,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[8,64],""stride"":[64,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,0.9968847114767737,0.9968847114767737,10.239999741315842,10.239999741315842,10.27199998497963
off::off.matmul.jagged_dense_bmm::jagged_bmm_b16_l2176_d256_k128_bias,off.matmul.jagged_dense_bmm,jagged_bmm_b16_l2176_d256_k128_bias,"[{""arg"":0,""dtype"":""torch.int64"",""shape"":[17],""stride"":[1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[2176,256],""stride"":[256,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[16,256,128],""stride"":[32768,128,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[16,128],""stride"":[128,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.375733875025302,1.375733875025302,22.495999932289124,22.495999932289124,16.35199971497059
off::off.matmul.jagged_dense_bmm::jagged_bmm_b16_l2522_d256_k512_no_bias,off.matmul.jagged_dense_bmm,jagged_bmm_b16_l2522_d256_k512_no_bias,"[{""arg"":0,""dtype"":""torch.int64"",""shape"":[17],""stride"":[1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[2522,256],""stride"":[256,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[16,256,512],""stride"":[131072,512,1]},{""arg"":3,""literal"":null}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.7031549222505353,1.7031549222505353,198.65599274635315,198.65599274635315,116.64000153541565
off::off.matmul.jagged_dense_bmm::jagged_bmm_b32_l550_d768_k256_bias,off.matmul.jagged_dense_bmm,jagged_bmm_b32_l550_d768_k256_bias,"[{""arg"":0,""dtype"":""torch.int64"",""shape"":[33],""stride"":[1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[550,768],""stride"":[768,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[32,768,256],""stride"":[196608,256,1]},{""arg"":3,""dtype"":""torch.bfloat16"",""shape"":[32,256],""stride"":[256,1]}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.3321739042408076,1.3321739042408076,24.512000381946564,24.512000381946564,18.400000408291817
off::off.matmul.jagged_dense_bmm::jagged_bmm_b4_l10240_d512_k512_no_bias,off.matmul.jagged_dense_bmm,jagged_bmm_b4_l10240_d512_k512_no_bias,"[{""arg"":0,""dtype"":""torch.int64"",""shape"":[5],""stride"":[1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[10240,512],""stride"":[512,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[4,512,512],""stride"":[262144,512,1]},{""arg"":3,""literal"":null}]",existing_heuristic,triton_b200_formula_matmul,triton_b200_formula_matmul,1.0,1.0,1.558131487805798,1.558131487805798,1154.911994934082,1154.911994934082,741.2160038948059
off::off.matmul.squeeze_excitation_forward::se_net_m256_n256_k16,off.matmul.squeeze_excitation_forward,se_net_m256_n256_k16,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[256,256],""stride"":[256,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[256,16],""stride"":[16,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[16,256],""stride"":[256,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.3333332828058517,2.0,1.500000056843419,16.383999958634377,12.28800043463707,8.191999979317188
off::off.matmul.squeeze_excitation_forward::se_net_m256_n512_k32,off.matmul.squeeze_excitation_forward,se_net_m256_n512_k32,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[256,512],""stride"":[512,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[512,32],""stride"":[32,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[32,512],""stride"":[512,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.6396012095253605,3.6081504224571352,2.2006268362668746,36.83200106024742,22.463999688625336,10.208000428974628
off::off.matmul.squeeze_excitation_forward::se_net_m128_n1024_k64,off.matmul.squeeze_excitation_forward,se_net_m128_n1024_k64,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[128,1024],""stride"":[1024,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[1024,64],""stride"":[64,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[64,1024],""stride"":[1024,1]}]",default_config,,triton_b200_multi_matmul,1.0,1.7749748168161994,6.884540261419609,3.878669261217192,112.57600039243698,63.4239986538887,16.35199971497059
off::off.matmul.squeeze_excitation_forward::se_net_m64_n2048_k128,off.matmul.squeeze_excitation_forward,se_net_m64_n2048_k128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[64,2048],""stride"":[2048,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[2048,128],""stride"":[128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[128,2048],""stride"":[2048,1]}]",default_config,,triton_b200_multi_matmul,1.0,0.7314453186650031,6.4178429953944365,8.77419382095159,407.45601058006287,557.0560097694397,63.48799914121628
off::off.matmul.squeeze_excitation_forward::se_net_m1024_n1024_k256,off.matmul.squeeze_excitation_forward,se_net_m1024_n1024_k256,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[1024,1024],""stride"":[1024,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[1024,256],""stride"":[256,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[256,1024],""stride"":[1024,1]}]",default_config,,triton_b200_multi_matmul,1.0,2.1246215848265093,7.065281207095716,3.3254304001964883,348.06400537490845,163.82399946451187,49.26399886608124
off::off.state_space.gdn_fwd_h::gdn_b1_t8192_h64_c64_d64_s128,off.state_space.gdn_fwd_h,gdn_b1_t8192_h64_c64_d64_s128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[1,8192,64,64],""stride"":[33554432,4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[1,8192,64,64],""stride"":[33554432,4096,64,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[1,8192,64,128],""stride"":[67108864,8192,128,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[1,8192,64],""stride"":[524288,64,1]},{""arg"":4,""literal"":64}]",default_config,,triton_b200_multi_matmul,1.0,2.708046006049957,1.0963749192910108,0.40485830626275754,376.96000933647156,139.20000195503235,343.82399916648865
off::off.state_space.gdn_fwd_h::gdn_b2_t8192_h32_c128_d128_s256,off.state_space.gdn_fwd_h,gdn_b2_t8192_h32_c128_d128_s256,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[2,8192,32,128],""stride"":[33554432,4096,128,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[2,8192,32,128],""stride"":[33554432,4096,128,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[2,8192,32,256],""stride"":[67108864,8192,256,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[2,8192,32],""stride"":[262144,32,1]},{""arg"":4,""literal"":128}]",default_config,,triton_b200_multi_matmul,1.0,2.5346310838375943,1.3595935816083875,0.536406891826591,612.44797706604,241.63199961185455,450.46401023864746
off::off.state_space.gdn_fwd_h::gdn_b4_t4096_h64_c128_d64_s128,off.state_space.gdn_fwd_h,gdn_b4_t4096_h64_c128_d64_s128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[4,4096,64,64],""stride"":[16777216,4096,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[4,4096,64,64],""stride"":[16777216,4096,64,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[4,4096,64,128],""stride"":[33554432,8192,128,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[4,4096,64],""stride"":[262144,64,1]},{""arg"":4,""literal"":128}]",default_config,,triton_b200_multi_matmul,1.0,2.110233474281689,1.4440135744828786,0.6842909052868722,393.2799994945526,186.36800348758698,272.352010011673
off::off.state_space.gdn_fwd_h::gdn_b8_t2048_h32_c256_d64_s128,off.state_space.gdn_fwd_h,gdn_b8_t2048_h32_c256_d64_s128,"[{""arg"":0,""dtype"":""torch.bfloat16"",""shape"":[8,2048,32,64],""stride"":[4194304,2048,64,1]},{""arg"":1,""dtype"":""torch.bfloat16"",""shape"":[8,2048,32,64],""stride"":[4194304,2048,64,1]},{""arg"":2,""dtype"":""torch.bfloat16"",""shape"":[8,2048,32,128],""stride"":[8388608,4096,128,1]},{""arg"":3,""dtype"":""torch.float32"",""shape"":[8,2048,32],""stride"":[65536,32,1]},{""arg"":4,""literal"":256}]",default_config,,triton_b200_multi_matmul,1.0,1.4386906800679151,1.5666239931064085,1.08892343212542,274.27199482917786,190.64000248908997,175.07199943065643
